"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","4162","0.0-0.0","SS1627326747790","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","32617","0.0-1.0","SS1627326747790","[{""page_index"":0,""viewing_time"":28453.100000023842}]","28453.700000047684","","","","","","","","","","","","","","","","","","",""
"","instructions","2","58019","0.0-2.0","SS1627326747790","[{""page_index"":0,""viewing_time"":19105.799999952316},{""page_index"":1,""viewing_time"":4295}]","23401.100000023842","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","76123","0.0-3.0","SS1627326747790","","17599.600000023842","","","40","500","18099.600000023842","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","85986","0.0-4.0","SS1627326747790","[{""page_index"":0,""viewing_time"":9860.600000023842}]","9861","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","91454","0.0-5.0","SS1627326747790","","4963.200000047684","","","40","500","5463.200000047684","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","95465","0.0-6.0","SS1627326747790","","3491.5","","","40","500","3991.5","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","107981","0.0-7.0","SS1627326747790","[{""page_index"":0,""viewing_time"":12514.400000095367}]","12514.900000095367","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","112579","0.0-8.0","SS1627326747790","","4589.900000095367","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","115305","0.0-9.0","SS1627326747790","","2721","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","130731","0.0-10.0","SS1627326747790","[{""page_index"":0,""viewing_time"":13697.399999976158},{""page_index"":1,""viewing_time"":1725.3999999761581}]","15423.199999928474","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","131879","0.0-11.0-0.0","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","136062","0.0-11.0-1.0","SS1627326747790","","3980.2999999523163","trial","","40","500","4480.299999952316","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_12_A_a.gif","forced_short","190","","","","","","0","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","html-keyboard-response","13","137176","0.0-11.0-0.1","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","150370","0.0-11.0-1.1","SS1627326747790","","12687.299999952316","trial","","40","500","13187.299999952316","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_12_A_a.gif","forced_short","190","","","","","","0","complex_dissimilar","images/stimuli/complex_16_A_b.gif","",""
"","html-keyboard-response","15","151666","0.0-11.0-0.2","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","16","164162","0.0-11.0-1.2","SS1627326747790","","11982.399999976158","trial","","40","500","12482.399999976158","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_12_A_a.gif","forced_short","190","","","","","","0","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","html-keyboard-response","17","165089","0.0-11.0-0.3","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","18","174539","0.0-11.0-1.3","SS1627326747790","","8941.199999928474","trial","","40","500","9441.199999928474","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_12_A_a.gif","forced_short","190","","","","","","0","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","html-keyboard-response","19","175598","0.0-11.0-0.4","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","20","182878","0.0-11.0-1.4","SS1627326747790","","6767.599999904633","trial","","40","500","7267.599999904633","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_12_A_a.gif","forced_short","190","","","","","","0","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","html-keyboard-response","21","184193","0.0-11.0-0.5","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","22","187987","0.0-11.0-1.5","SS1627326747790","","3282.399999976158","trial","","40","500","3782.399999976158","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_12_A_a.gif","forced_short","190","","","","","","0","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","html-keyboard-response","23","189296","0.0-11.0-0.6","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","24","193995","0.0-11.0-1.6","SS1627326747790","","4186.100000023842","trial","","40","500","4686.100000023842","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_12_A_a.gif","forced_short","190","","","","","","0","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","html-keyboard-response","25","195233","0.0-11.0-0.7","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","26","199598","0.0-11.0-1.7","SS1627326747790","","3852.8000000715256","trial","","40","500","4352.800000071526","images/stimuli/complex_16_A_b.gif","images/stimuli/complex_12_A_a.gif","forced_short","190","","","","","","0","complex_dissimilar","images/stimuli/complex_12_A_a.gif","",""
"","survey-multi-choice","27","203539","0.0-12.0","SS1627326747790","","3936.2000000476837","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_04_A_b.gif","0","","","","","",""
"","survey-multi-choice","28","206363","0.0-13.0","SS1627326747790","","2819.7000000476837","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_16_A_b.gif","0","","","","","",""
"","html-keyboard-response","29","207513","0.0-14.0-0.0","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","30","212502","0.0-14.0-1.0","SS1627326747790","","4479.899999976158","trial","","40","500","4979.899999976158","images/stimuli/complex_11_A_b.gif","images/stimuli/complex_07_A_a.gif","forced_short","500","","","","","","1","complex_dissimilar","images/stimuli/complex_07_A_a.gif","",""
"","html-keyboard-response","31","213647","0.0-14.0-0.1","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","32","221734","0.0-14.0-1.1","SS1627326747790","","7578.900000095367","trial","","40","500","8078.900000095367","images/stimuli/complex_11_A_b.gif","images/stimuli/complex_07_A_a.gif","forced_short","500","","","","","","1","complex_dissimilar","images/stimuli/complex_11_A_b.gif","",""
"","html-keyboard-response","33","222660","0.0-14.0-0.2","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","34","230794","0.0-14.0-1.2","SS1627326747790","","7623","trial","","40","500","8123","images/stimuli/complex_11_A_b.gif","images/stimuli/complex_07_A_a.gif","forced_short","500","","","","","","1","complex_dissimilar","images/stimuli/complex_07_A_a.gif","",""
"","html-keyboard-response","35","231724","0.0-14.0-0.3","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","36","237015","0.0-14.0-1.3","SS1627326747790","","4778","trial","","40","500","5278","images/stimuli/complex_11_A_b.gif","images/stimuli/complex_07_A_a.gif","forced_short","500","","","","","","1","complex_dissimilar","images/stimuli/complex_07_A_a.gif","",""
"","html-keyboard-response","37","237901","0.0-14.0-0.4","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","38","242482","0.0-14.0-1.4","SS1627326747790","","4073.5","trial","","40","500","4573.5","images/stimuli/complex_11_A_b.gif","images/stimuli/complex_07_A_a.gif","forced_short","500","","","","","","1","complex_dissimilar","images/stimuli/complex_11_A_b.gif","",""
"","html-keyboard-response","39","243467","0.0-14.0-0.5","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","40","249942","0.0-14.0-1.5","SS1627326747790","","5964.100000023842","trial","","40","500","6464.100000023842","images/stimuli/complex_11_A_b.gif","images/stimuli/complex_07_A_a.gif","forced_short","500","","","","","","1","complex_dissimilar","images/stimuli/complex_07_A_a.gif","",""
"","survey-multi-choice","41","252527","0.0-15.0","SS1627326747790","","2580.6999999284744","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_11_A_b.gif","1","","","","","",""
"","survey-multi-choice","42","256641","0.0-16.0","SS1627326747790","","4109.300000071526","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_14_A_a.gif","1","","","","","",""
"","html-keyboard-response","43","257723","0.0-17.0-0.0","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","44","264910","0.0-17.0-1.0","SS1627326747790","","6611","trial","","40","500","7111","images/stimuli/complex_13_A_b.gif","images/stimuli/complex_20_A_a.gif","forced_short","560","","","","","","2","complex_dissimilar","images/stimuli/complex_20_A_a.gif","",""
"","html-keyboard-response","45","266133","0.0-17.0-0.1","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","46","275507","0.0-17.0-1.1","SS1627326747790","","8867.600000023842","trial","","40","500","9367.600000023842","images/stimuli/complex_13_A_b.gif","images/stimuli/complex_20_A_a.gif","forced_short","560","","","","","","2","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","html-keyboard-response","47","276376","0.0-17.0-0.2","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","48","283750","0.0-17.0-1.2","SS1627326747790","","6862.100000023842","trial","","40","500","7362.100000023842","images/stimuli/complex_13_A_b.gif","images/stimuli/complex_20_A_a.gif","forced_short","560","","","","","","2","complex_dissimilar","images/stimuli/complex_20_A_a.gif","",""
"","html-keyboard-response","49","284951","0.0-17.0-0.3","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","50","287630","0.0-17.0-1.3","SS1627326747790","","2170","trial","","40","500","2670","images/stimuli/complex_13_A_b.gif","images/stimuli/complex_20_A_a.gif","forced_short","560","","","","","","2","complex_dissimilar","images/stimuli/complex_20_A_a.gif","",""
"","html-keyboard-response","51","288644","0.0-17.0-0.4","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","52","292305","0.0-17.0-1.4","SS1627326747790","","3150.2000000476837","trial","","40","500","3650.2000000476837","images/stimuli/complex_13_A_b.gif","images/stimuli/complex_20_A_a.gif","forced_short","560","","","","","","2","complex_dissimilar","images/stimuli/complex_20_A_a.gif","",""
"","html-keyboard-response","53","293445","0.0-17.0-0.5","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","54","297850","0.0-17.0-1.5","SS1627326747790","","3898.0999999046326","trial","","40","500","4398.099999904633","images/stimuli/complex_13_A_b.gif","images/stimuli/complex_20_A_a.gif","forced_short","560","","","","","","2","complex_dissimilar","images/stimuli/complex_13_A_b.gif","",""
"","survey-multi-choice","55","300653","0.0-18.0","SS1627326747790","","2796.5","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_20_A_a.gif","2","","","","","",""
"","survey-multi-choice","56","304524","0.0-19.0","SS1627326747790","","3863.5999999046326","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_19_A_a.gif","2","","","","","",""
"","html-keyboard-response","57","305769","0.0-20.0-0.0","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","58","310295","0.0-20.0-1.0","SS1627326747790","","4217.199999928474","trial","","40","500","4717.199999928474","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_23_A_a.gif","forced_short","300","","","","","","3","complex_dissimilar","images/stimuli/complex_23_A_a.gif","",""
"","html-keyboard-response","59","311131","0.0-20.0-0.1","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","60","317503","0.0-20.0-1.1","SS1627326747790","","5860.100000023842","trial","","40","500","6360.100000023842","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_23_A_a.gif","forced_short","300","","","","","","3","complex_dissimilar","images/stimuli/complex_23_A_a.gif","",""
"","html-keyboard-response","61","318364","0.0-20.0-0.2","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","62","324042","0.0-20.0-1.2","SS1627326747790","","5167.5","trial","","40","500","5667.5","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_23_A_a.gif","forced_short","300","","","","","","3","complex_dissimilar","images/stimuli/complex_23_A_a.gif","",""
"","html-keyboard-response","63","325198","0.0-20.0-0.3","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","64","329562","0.0-20.0-1.3","SS1627326747790","","3855.6999999284744","trial","","40","500","4355.699999928474","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_23_A_a.gif","forced_short","300","","","","","","3","complex_dissimilar","images/stimuli/complex_23_A_a.gif","",""
"","html-keyboard-response","65","330434","0.0-20.0-0.4","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","66","336423","0.0-20.0-1.4","SS1627326747790","","5475.299999952316","trial","","40","500","5975.299999952316","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_23_A_a.gif","forced_short","300","","","","","","3","complex_dissimilar","images/stimuli/complex_09_A_a.gif","",""
"","html-keyboard-response","67","337354","0.0-20.0-0.5","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","68","340910","0.0-20.0-1.5","SS1627326747790","","3047.1999999284744","trial","","40","500","3547.1999999284744","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_23_A_a.gif","forced_short","300","","","","","","3","complex_dissimilar","images/stimuli/complex_23_A_a.gif","",""
"","html-keyboard-response","69","342166","0.0-20.0-0.6","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","70","345318","0.0-20.0-1.6","SS1627326747790","","2635","trial","","40","500","3135","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_23_A_a.gif","forced_short","300","","","","","","3","complex_dissimilar","images/stimuli/complex_23_A_a.gif","",""
"","survey-multi-choice","71","348350","0.0-21.0","SS1627326747790","","3025.600000023842","memory_test","","","","","","","","","{""Q0"":""No""}","[0]","images/stimuli/complex_22_A_b.gif","3","","","","","",""
"","survey-multi-choice","72","350288","0.0-22.0","SS1627326747790","","1931.2000000476837","memory_test","","","","","","","","","{""Q0"":""Yes""}","[0]","images/stimuli/complex_23_A_a.gif","3","","","","","",""
"","html-keyboard-response","73","351203","0.0-23.0-0.0","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","74","354090","0.0-23.0-1.0","SS1627326747790","","2635.2999999523163","trial","","40","500","3135.2999999523163","images/stimuli/complex_02_A_a.gif","images/stimuli/complex_08_A_b.gif","forced_short","240","","","","","","4","complex_dissimilar","images/stimuli/complex_08_A_b.gif","",""
"","html-keyboard-response","75","355205","0.0-23.0-0.1","SS1627326747790","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","76","363523","0.0-23.0-1.1","SS1627326747790","","7803.600000023842","trial","","40","500","8303.600000023842","images/stimuli/complex_02_A_a.gif","images/stimuli/complex_08_A_b.gif","forced_short","240","","","","","","4","complex_dissimilar","images/stimuli/complex_08_A_b.gif","",""
